NeId,NeAlias,NeType,EntityType,MeasurePoint,EndTime,Failure,NumOfSamp,DropEvents,TotlOctets,TotPackets,BroadcPack,MulticPack,CrcAlgnErr,UndSizPack,OvrSizPack,Fragments,Jabbers,Collisions,Utilizatio,USF,OSF,Frag,FFAE,OTOk,UFTOk,MFTOk,BFTOk,OROk,UFROk,MFROk,BFROk,totTxPkts,totRxPkts,totTxPktLo,totRxPktLo,avgTxPktLR,avgRxPktLR,min2WDelay,avg2WDelay,max2WDelay,minRTDelay,avgRTDelay,maxRTDelay
5033,FOLIGNO-PTN2.8,SPO1410,MEFUNITraf,4/9/2,09/01/2019 07:00,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
5033,FOLIGNO-PTN2.8,SPO1410,MEFUNITraf,4/9/2,09/01/2019 07:15,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
5033,FOLIGNO-PTN2.8,SPO1410,MEFUNITraf,4/9/2,09/01/2019 07:30,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
5033,FOLIGNO-PTN2.8,SPO1410,MEFUNITraf,4/9/2,09/01/2019 07:45,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
5033,FOLIGNO-PTN2.8,SPO1410,MEFUNITraf,4/9/6,09/01/2019 07:00,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
5033,FOLIGNO-PTN2.8,SPO1410,MEFUNITraf,4/9/6,09/01/2019 07:15,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
5033,FOLIGNO-PTN2.8,SPO1410,MEFUNITraf,4/9/6,09/01/2019 07:30,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
5033,FOLIGNO-PTN2.8,SPO1410,MEFUNITraf,4/9/6,09/01/2019 07:45,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
5033,FOLIGNO-PTN2.8,SPO1410,RMON,4/9/6,09/01/2019 07:00,,,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
5033,FOLIGNO-PTN2.8,SPO1410,RMON,4/9/6,09/01/2019 07:15,,,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
5033,FOLIGNO-PTN2.8,SPO1410,RMON,4/9/6,09/01/2019 07:30,,,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
5033,FOLIGNO-PTN2.8,SPO1410,RMON,4/9/6,09/01/2019 07:45,,,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
5033,FOLIGNO-PTN2.8,SPO1410,RMON,4/9/2,09/01/2019 07:00,,,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
5033,FOLIGNO-PTN2.8,SPO1410,RMON,4/9/2,09/01/2019 07:15,,,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
5033,FOLIGNO-PTN2.8,SPO1410,RMON,4/9/2,09/01/2019 07:30,,,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
5033,FOLIGNO-PTN2.8,SPO1410,RMON,4/9/2,09/01/2019 07:45,,,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
5033,FOLIGNO-PTN2.8,SPO1410,MOAM LOSS,0/11/0 11.16.255.1,09/01/2019 07:00,,900,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,,,,,,
5033,FOLIGNO-PTN2.8,SPO1410,MOAM LOSS,0/11/0 11.16.255.1,09/01/2019 07:15,,900,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,,,,,,
5033,FOLIGNO-PTN2.8,SPO1410,MOAM LOSS,0/11/0 11.16.255.1,09/01/2019 07:30,,900,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,,,,,,
5033,FOLIGNO-PTN2.8,SPO1410,MOAM LOSS,0/11/0 11.16.255.1,09/01/2019 07:45,,900,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,,,,,,
5033,FOLIGNO-PTN2.8,SPO1410,MOAM DELAY,0/11/0 11.16.255.1,09/01/2019 07:00,,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,14.3644444444444,16,56,56.9288888888889,58
5033,FOLIGNO-PTN2.8,SPO1410,MOAM DELAY,0/11/0 11.16.255.1,09/01/2019 07:15,,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,14.3177777777778,16,54,56.8733333333333,58
5033,FOLIGNO-PTN2.8,SPO1410,MOAM DELAY,0/11/0 11.16.255.1,09/01/2019 07:30,,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,14.3722222222222,16,56,56.9477777777778,58
5033,FOLIGNO-PTN2.8,SPO1410,MOAM DELAY,0/11/0 11.16.255.1,09/01/2019 07:45,,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,14.39,16,54,56.9466666666667,58
